"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Bailey Campbell","ALL","40","So","Young Harris","Peach Belt","INF","29","21","81","102","15","25","7","0","2","23","38","21","11","9","1","0","1","0","2",".309",".441",".469",".910",".160",".390",".406",".206",".108",".020","17.15"
"Bailey Collins","ALL","5","Jr","Concordia (CA)","PacWest","OF","47","47","155","189","31","43","8","4","2","24","65","32","23","5","2","4","2","9","5",".277",".384",".419",".803",".142",".333",".350",".169",".122",".011","26.75"
"Bailey Connell","ALL","6","Sr","Lander","Peach Belt","UT","50","49","184","221","43","53","15","2","4","22","84","37","27","8","0","2","4","7","4",".288",".402",".457",".859",".168",".343",".378",".167",".122",".018","33.85"
"Bailey Gerstner","ALL","4","Jr","Shorter","Gulf South","INF","42","39","152","177","34","57","12","0","2","24","75","13","17","4","4","0","2","6","1",".375",".441",".493",".934",".118",".390",".409",".073",".096",".011","34.47"
"Bailey Jenkins","ALL","10","Sr","Washburn","Mid-America Intercollegiate","INF","23","5","14","17","1","3","2","0","0","5","5","6","3","0","0","0","0","0","0",".214",".353",".357",".710",".143",".375",".324",".353",".176",".000","1.87"
"Bailey Jones","ALL","9","Fr","Christian Brothers","Gulf South","OF","33","26","84","96","10","18","4","0","2","9","28","29","6","4","0","2","0","2","2",".214",".298",".333",".631",".119",".302",".281",".302",".063",".021","8.39"
"Bailey McGrath","ALL","8","Jr","West Liberty","MEC","INF","45","44","136","155","17","46","12","1","0","19","60","18","9","1","2","7","0","1","2",".338",".378",".441",".819",".103",".383",".343",".116",".058",".000","23.12"
"Bailey Mosley","ALL","5","So","Walsh","G-MAC","2b","50","47","176","208","39","52","9","0","0","20","61","35","19","3","3","7","4","4","3",".295",".368",".347",".715",".051",".361",".312",".168",".091",".000","24.36"
"Banks Presson","ALL","40","Fr","King (TN)","Conference Carolinas","INF","7","6","20","26","3","4","0","0","0","0","4","8","5","0","0","1","3","0","0",".200",".360",".200",".560",".000",".333",".270",".308",".192",".000","1.19"
"Barry Hamer","ALL","10","Sr","Lane","SIAC","OF","44","32","105","128","32","33","4","0","4","15","49","30","18","4","0","1","2","24","1",".314",".433",".467",".900",".152",".408",".399",".234",".141",".031","25.51"
"Bayler Hinz","ALL","11","So","Drury","GLVC","P","24","12","46","51","4","9","2","0","1","7","14","12","4","0","1","0","0","1","2",".196",".255",".304",".559",".109",".235",".250",".235",".078",".020","3.08"
"Bayley Jamanis","ALL","2","Jr","Seton Hill","PSAC","INF","16","10","37","42","8","10","3","0","0","7","13","16","4","0","1","0","1","1","1",".270",".333",".351",".684",".081",".455",".305",".381",".095",".000","4.11"
"Beau Hanna","ALL","34","Fr","Augusta","Peach Belt","C","44","40","154","172","19","41","8","1","7","38","72","45","15","1","2","0","0","2","4",".266",".331",".468",".799",".201",".327",".348",".262",".087",".041","23.21"
"Beau Swimmer","ALL","16","Fr","Southeastern Okla.","GAC","P","16","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".690",".000","1.000",".000","0.34"
"Beau Thompson","ALL","32","So","Newberry","SAC","INF","10","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".690",".000","1.000",".000","0.34"
"Beau Williams","ALL","1","Fr","Cameron","Lone Star","INF","24","10","44","63","3","7","1","0","0","5","8","15","14","1","0","4","0","0","0",".159",".373",".182",".555",".023",".241",".270",".238",".222",".000","5.36"
"Ben Bailey","ALL","15","So","Harding","GAC","C","41","30","101","122","11","29","1","0","0","13","30","14","16","4","1","0","0","2","4",".287",".402",".297",".699",".010",".330",".329",".115",".131",".000","15.08"
"Ben Barth","ALL","9","Jr","Clarion","PSAC","ph","47","41","133","152","25","45","4","0","1","14","52","31","7","7","0","5","4","11","1",".338",".401",".391",".792",".053",".436",".346",".204",".046",".007","23.06"
"Ben Brauss","ALL","16","Sr","Harding","GAC","OF","46","41","131","173","23","43","8","0","3","26","60","23","17","11","4","10","3","9","1",".328",".436",".458",".894",".130",".367",".373",".133",".098",".017","29.57"
"Ben Coito","ALL","37","Fr","Fresno Pacific","PacWest","OF","21","0","6","7","4","1","0","0","0","0","1","2","1","0","0","0","2","3","0",".167",".286",".167",".453",".000",".250",".226",".286",".143",".000","0.05"
"Ben Dalke","ALL","30","Sr","West Ala.","Gulf South","3B","29","27","97","117","12","31","7","0","1","18","41","12","16","2","2","0","0","0","2",".320",".419",".423",".842",".103",".349",".376",".103",".137",".009","18.65"
"Ben Danielson","ALL","34","Sr","Minn. Duluth","NSIC","INF","33","20","64","85","8","14","3","0","2","10","23","22","14","5","2","0","0","0","1",".219",".388",".359",".747",".141",".286",".344",".259",".165",".024","10.89"
"Ben Fagan","ALL","27","Sr","Lynn","Sunshine State","P","19","9","48","57","6","9","0","1","1","6","14","22","8","0","1","0","1","0","0",".188",".298",".292",".590",".104",".308",".271",".386",".140",".018","4.57"
"Ben Foose","ALL","26","Sr","Pitt.-Johnstown","PSAC","P","27","18","48","59","10","15","5","0","1","11","23","14","8","3","0","0","0","2","0",".312",".441",".479",".920",".167",".424",".409",".237",".136",".017","10.95"
"Ben Fulks","ALL","28","So","West Va. Wesleyan","MEC","C","18","13","35","45","8","10","1","0","0","9","11","6","6","1","1","2","0","0","1",".286",".395",".314",".709",".029",".333",".314",".133",".133",".000","5.45"
"Ben Gobbel","ALL","30","Fr","Belmont Abbey","Conference Carolinas","INF","49","46","191","219","42","64","10","0","3","40","83","29","19","6","3","0","0","3","6",".335",".406",".435",".841",".099",".377",".374",".132",".087",".014","34.95"
"Ben Greenstien","ALL","34","Fr","Albany St. (GA)","SIAC","INF","35","4","41","48","3","10","2","0","1","14","15","11","4","2","1","0","0","0","0",".244",".333",".366",".699",".122",".300",".314",".229",".083",".021","5.63"
"Ben Heichel","ALL","37","Jr","Southwest Minn. St.","NSIC","DH","38","38","135","141","19","30","2","0","7","20","53","36","4","1","1","0","0","0","6",".222",".248",".393",".641",".170",".247",".280",".255",".028",".050","11.09"
"Ben Horsfall","ALL","7","So","St. Anselm","NE10","C","13","2","18","20","1","3","2","0","0","2","5","5","2","0","0","0","0","0","0",".167",".250",".278",".528",".111",".231",".241",".250",".100",".000","1.10"
"Ben Ihrke","ALL","13","Fr","Augustana (SD)","NSIC","ph/rf","7","1","8","10","5","2","2","0","0","1","4","3","2","0","0","0","0","0","0",".250",".400",".500",".900",".250",".400",".392",".300",".200",".000","1.53"
"Ben Johnson","ALL","14","So","Northwest Nazarene","Great Northwest","C","32","24","66","72","8","24","5","0","1","17","32","9","4","1","0","1","1","1","0",".364",".408",".485",".893",".121",".411",".388",".125",".056",".014","12.82"
"Ben Johnston","ALL","45","Sr","Rollins","Sunshine State","c","10","4","19","21","3","2","0","0","0","0","2","6","1","1","0","0","0","0","0",".105",".190",".105",".295",".000",".154",".152",".286",".048",".000","-0.02"
"Ben Kittay","ALL","47","Fr","Regis (CO)","RMAC","C","24","20","68","73","6","15","1","0","2","8","22","21","2","0","1","2","0","1","1",".221",".239",".324",".563",".103",".283",".240",".288",".027",".027","5.12"
"Ben Markiewicz","ALL","7","Fr","Augusta","Peach Belt","INF","42","41","144","165","20","39","9","1","1","16","53","31","13","4","1","3","2","4","2",".271",".346",".368",".714",".097",".336",".315",".188",".079",".006","19.26"
"Ben Maudie","ALL","27","Sr","Cal U (PA)","PSAC","OF","52","52","180","216","57","56","9","5","9","32","102","44","24","11","1","0","4","28","1",".311",".421",".567",".988",".256",".367",".427",".204",".111",".042","45.51"
"Ben McNeill","ALL","13","Jr","NYIT","ECC","SS","53","53","217","252","55","66","16","6","2","33","100","21","28","3","4","0","2","3","2",".304",".385",".461",".846",".157",".323",".369",".083",".111",".008","40.09"
"Ben Monti","ALL","17","Jr","Mercyhurst","PSAC","UT","17","6","27","41","7","9","1","0","0","2","10","6","11","0","0","3","0","0","0",".333",".526",".370",".896",".037",".429",".390",".146",".268",".000","7.42"
"Ben Nelson","ALL","15","Fr","Merrimack","NE10","INF","9","6","24","28","3","3","0","0","0","2","3","4","3","0","1","0","0","0","1",".125",".214",".125",".339",".000",".143",".169",".143",".107",".000","0.18"
"Ben Newbert","ALL","31","So","Bloomsburg","PSAC","OF","34","33","112","131","26","29","7","0","8","32","60","39","15","3","1","0","1","0","4",".259",".359",".536",".895",".277",".318",".387",".298",".115",".061","19.51"
"Ben Paulter","ALL","1","Jr","William Jewell","GLVC","OF","30","17","59","68","3","4","1","0","0","1","5","27","7","1","0","1","1","2","1",".068",".179",".085",".264",".017",".125",".140",".397",".103",".000","-1.26"
"Ben Schanding","ALL","32","Sr","Ill. Springfield","GLVC","C","46","37","132","168","36","34","3","1","3","27","48","22","26","2","3","5","3","2","3",".258",".380",".364",".744",".106",".282",".328",".131",".155",".018","20.64"
"Ben Sneider","ALL","36","Jr","Belmont Abbey","Conference Carolinas","INF","47","45","172","202","38","54","8","3","7","38","89","51","20","9","1","0","0","3","3",".314",".411",".517",".928",".203",".409",".406",".252",".099",".035","36.77"
"Ben Snyder","ALL","29","Sr","Millersville","PSAC","C","54","54","194","226","55","64","19","2","5","50","102","14","25","4","3","0","2","10","2",".330",".412",".526",".938",".196",".331",".406",".062",".111",".022","42.39"
"Ben Stinson","ALL","35","Jr","Colo. Sch. of Mines","RMAC","INF","24","13","54","60","9","14","1","0","1","7","18","13","4","1","0","1","2","0","1",".259",".322",".333",".655",".074",".325",".292",".217",".067",".017","5.36"
"Ben Suits","ALL","20","Sr","Concordia-St. Paul","NSIC","1B","37","31","98","114","9","28","5","0","1","11","36","19","10","3","1","2","0","1","1",".286",".366",".367",".733",".082",".342",".325",".167",".088",".009","14.74"
"Ben Swanger","ALL","10","So","Ouachita Baptist","GAC","PH/2B","21","15","41","56","2","7","0","0","0","8","7","15","10","0","3","2","1","1","0",".171",".315",".171",".486",".000",".241",".234",".268",".179",".000","3.65"
"Ben Teel","ALL","8","Fr","Montevallo","Gulf South","0","48","43","153","178","19","36","5","1","5","26","58","42","9","12","3","1","1","1","2",".235",".322",".379",".701",".144",".284",".312",".236",".051",".028","19.76"
"Ben Teplin","ALL","20","So","Indiana (PA)","PSAC","1B","37","36","118","128","21","35","6","1","1","16","46","23","8","1","1","0","1","1","3",".297",".344",".390",".734",".093",".358",".325",".180",".063",".008","15.58"
"Ben Thoma","ALL","29","So","Minn.-Crookston","NSIC","C","48","47","151","190","24","34","5","2","1","20","46","43","18","12","4","5","2","5","3",".225",".346",".305",".651",".079",".297",".294",".226",".095",".005","19.14"
"Ben Wilcoxson","ALL","8","So","Ky. Wesleyan","G-MAC","SS","51","50","171","204","33","49","3","1","0","19","54","16","18","7","2","6","3","8","7",".287",".374",".316",".690",".029",".312",".309",".078",".088",".000","23.00"
"Benjamin Donerson","ALL","26","Jr","Cal St. Dom. Hills","CCAA","C","11","3","17","19","1","1","0","0","0","2","1","5","0","2","0","0","0","0","1",".059",".158",".059",".217",".000",".083",".123",".263",".000",".000","-0.81"
"Benjamin Huber","ALL","27","Fr","Limestone","Conference Carolinas","1B","47","45","154","180","22","43","7","1","4","27","64","42","18","6","2","0","0","1","4",".279",".372",".416",".788",".136",".355",".351",".233",".100",".022","24.82"
"Benjamin Meza","ALL","44","So","Dominican (NY)","CACC","C","26","21","65","79","19","19","6","0","2","16","31","17","7","3","1","3","0","0","1",".292",".382",".477",".859",".185",".362",".362",".215",".089",".025","11.89"
"Benjamin Phillips","ALL","10","Sr","Morehouse","SIAC","P","12","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Benjamin Wadowski","ALL","14","Jr","Saint Martin's","Great Northwest","P","27","17","33","38","2","5","0","0","0","3","5","14","3","1","1","0","0","0","0",".152",".237",".152",".389",".000",".250",".191",".368",".079",".000","1.17"
"Benjamin Wright","ALL","14","So","Claflin","DII Independent","OF","7","2","5","9","1","1","0","0","0","0","1","1","3","0","0","1","0","1","0",".200",".500",".200",".700",".000",".250",".329",".111",".333",".000","1.36"
"Bennet Nooe","ALL","53","Fr","Lenoir-Rhyne","SAC","INF","2","0","2","3","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".240",".333",".000",".000","0.11"
"Bennett Tabaraci","ALL","23","Sr","Northwest Nazarene","Great Northwest","LF","41","38","151","170","27","43","7","3","2","14","62","26","6","10","0","3","8","14","3",".285",".353",".411",".764",".126",".333",".335",".153",".035",".012","21.41"
"Berry Hunt","ALL","15","Jr","Okla. Christian","Heartland","INF","29","17","65","77","16","20","4","0","2","12","30","8","8","3","0","1","0","1","1",".308",".408",".462",".870",".154",".327",".382",".104",".104",".026","12.78"
"Bijan Kamalipour","ALL","11","Fr","Wheeling Jesuit","MEC","OF","9","8","23","24","1","3","1","0","1","2","7","7","0","1","0","0","1","0","0",".130",".167",".304",".471",".174",".133",".208",".292",".000",".042","0.44"
"Bill Hitman","ALL","18","So","Cal U (PA)","PSAC","C","35","25","76","91","11","21","6","0","0","14","27","17","12","1","2","0","2","3","2",".276",".374",".355",".729",".079",".344",".329",".187",".132",".000","10.78"
"Bill Leroy","ALL","28","Jr","North Georgia","Peach Belt","C","52","52","200","249","34","61","9","0","4","39","82","22","32","10","4","3","0","1","8",".305",".419",".410",".829",".105",".320",".369",".088",".129",".016","37.48"
"Billy Cameron","ALL","10","Sr","Mississippi Col.","Gulf South","INF","45","45","158","197","34","46","6","0","7","38","73","21","28","8","1","2","0","5","4",".291",".421",".462",".883",".171",".298",".390",".107",".142",".036","33.30"
"Billy Huber","ALL","24","Jr","New Haven","NE10","INF","25","25","99","111","17","29","6","0","2","12","41","15","9","2","0","1","2","9","2",".293",".364",".414",".778",".121",".329",".344",".135",".081",".018","15.65"
"Billy Rotella","ALL","24","Jr","Dominican (NY)","CACC","INF","48","44","167","191","37","49","8","0","5","29","72","29","16","5","3","0","3","6","1",".293",".366",".431",".797",".138",".324",".353",".152",".084",".026","27.92"
"Billy Ryan","ALL","9","So","Adams St.","RMAC","C","39","27","82","93","9","21","4","0","1","13","28","10","7","1","2","1","1","1","3",".256",".315",".341",".656",".085",".274",".290",".108",".075",".011","8.63"
"BJ Bush","ALL","9","Jr","Lander","Peach Belt","UT","7","0","5","7","2","0","0","0","0","0","0","3","2","0","0","0","0","0","0",".000",".286",".000",".286",".000",".000",".197",".429",".286",".000","0.10"
"Bjorn Hanson","ALL","19","So","Augustana (SD)","NSIC","INF","21","14","53","59","11","17","1","0","0","7","18","5","5","0","0","1","1","4","1",".321",".379",".340",".719",".019",".354",".321",".085",".085",".000","7.89"
"Blain Ohlmeier","ALL","40","So","Pittsburg St.","Mid-America Intercollegiate","OF","42","24","91","111","15","22","4","1","0","8","28","18","16","1","0","3","3","1","1",".242",".361",".308",".669",".066",".301",".303",".162",".144",".000","11.15"
"Blain Olmeier","ALL","40","So","Pittsburg St.","Mid-America Intercollegiate","lf","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.43"
"Blaine Crim","ALL","5","Sr","Mississippi Col.","Gulf South","P","45","45","177","201","44","66","21","1","11","56","122","13","19","0","5","0","0","3","4",".373",".423",".689","1.112",".316",".348",".467",".065",".095",".055","46.01"
"Blaine Demello","ALL","9","Jr","Colorado Mesa","RMAC","INF","14","1","10","12","4","3","0","0","0","2","3","2","2","0","0","0","0","0","0",".300",".417",".300",".717",".000",".375",".338",".167",".167",".000","1.68"
"Blaine Johnson III","ALL","2","Jr","St. Anselm","NE10","DH","14","7","27","31","1","2","0","0","0","1","2","9","2","1","0","1","0","1","0",".074",".167",".074",".241",".000",".111",".125",".290",".065",".000","-0.37"
"Blaise Maris","ALL","9","Jr","Florida Tech","Sunshine State","C","45","45","163","197","36","47","12","0","8","30","83","38","22","8","3","1","1","4","0",".288",".393",".509",".902",".221",".325",".391",".193",".112",".041","33.99"
